gender,age,category,payment_method,total
Female,24,Cosmetics,Card,40.66
Male,52,Food & Beverage,Card,47.07
Male,43,Clothing,Cash,2700.7200000000003
Male,41,Cosmetics,Cash,40.66
Male,31,Food & Beverage,Cash,5.23
Female,41,Shoes,Card,5401.53
Male,21,Cosmetics,Cash,365.94
Female,45,Cosmetics,Card,365.94
Female,41,Books,Cash,136.35000000000002
Male,42,Clothing,Cash,2700.7200000000003
Male,50,Cosmetics,Card,40.66
Female,25,Clothing,Card,1200.32
Female,39,Shoes,Card,15004.25
Male,23,Toys,Cash,896.0
Male,67,Books,Card,60.6
Female,42,Food & Beverage,Card,130.75
Female,63,Clothing,Card,1200.32
Male,53,Souvenir,Card,187.68
Male,32,Food & Beverage,Card,130.75
Male,43,Shoes,Card,2400.68
Female,22,Clothing,Card,1200.32
Male,30,Food & Beverage,Card,83.68
Female,40,Cosmetics,Card,162.64
Male,61,Clothing,Card,4801.28
Male,44,Clothing,Cash,7502.0
Female,55,Cosmetics,Cash,650.56
Female,54,Food & Beverage,Card,20.92
Male,23,Toys,Cash,322.56
Male,37,Clothing,Cash,300.08
Female,43,Food & Beverage,Cash,20.92
Male,33,Shoes,Cash,9602.72
Male,18,Clothing,Cash,7502.0
Female,68,Toys,Card,896.0
Male,34,Clothing,Card,300.08
Female,22,Clothing,Card,7502.0
Female,68,Food & Beverage,Cash,47.07
Female,49,Clothing,Cash,300.08
Male,38,Toys,Card,896.0
Male,51,Cosmetics,Card,365.94
Male,44,Cosmetics,Card,365.94
Male,64,Clothing,Cash,1200.32
Female,31,Clothing,Card,4801.28
Male,40,Clothing,Card,2700.7200000000003
Female,58,Shoes,Card,600.17
Male,56,Clothing,Cash,4801.28
Female,38,Shoes,Card,600.17
Female,55,Souvenir,Card,105.57
Male,66,Souvenir,Cash,46.92
Male,27,Clothing,Card,1200.32
Female,32,Cosmetics,Card,1016.5
Male,57,Cosmetics,Card,40.66
Male,43,Food & Beverage,Card,130.75
Female,56,Clothing,Cash,2700.7200000000003
Male,41,Technology,Card,26250.0
Male,41,Clothing,Card,1200.32
Female,54,Clothing,Cash,1200.32
Male,56,Clothing,Cash,2700.7200000000003
Female,32,Technology,Card,16800.0
Male,59,Clothing,Cash,1200.32
Female,50,Food & Beverage,Cash,130.75
Male,23,Clothing,Card,300.08
Male,50,Cosmetics,Card,1016.5
Female,55,Food & Beverage,Card,130.75
Male,62,Cosmetics,Card,365.94
Female,32,Clothing,Card,7502.0
Male,37,Food & Beverage,Card,83.68
Female,63,Toys,Cash,322.56
Female,18,Books,Card,242.4
Female,22,Shoes,Cash,15004.25
Male,51,Shoes,Cash,9602.72
Male,30,Clothing,Cash,1200.32
Male,32,Cosmetics,Cash,40.66
Male,31,Books,Cash,378.75
Female,30,Food & Beverage,Cash,130.75
Male,24,Food & Beverage,Cash,83.68
Male,25,Food & Beverage,Cash,20.92
Female,31,Souvenir,Cash,105.57
Female,54,Shoes,Card,15004.25
Male,25,Clothing,Card,300.08
Female,44,Books,Cash,242.4
Female,43,Clothing,Cash,2700.7200000000003
Male,18,Souvenir,Card,11.73
Female,25,Cosmetics,Card,40.66
Female,50,Food & Beverage,Cash,47.07
Male,49,Clothing,Card,300.08
Male,21,Food & Beverage,Cash,20.92
Male,38,Technology,Card,4200.0
Male,65,Clothing,Cash,7502.0
Female,47,Food & Beverage,Card,130.75
Female,53,Clothing,Card,300.08
Male,34,Clothing,Card,300.08
Female,61,Cosmetics,Cash,40.66
Female,61,Cosmetics,Cash,162.64
Male,33,Cosmetics,Cash,365.94
Female,53,Food & Beverage,Cash,20.92
Male,68,Toys,Cash,322.56
Male,37,Toys,Cash,896.0
Male,69,Clothing,Card,4801.28
Female,40,Food & Beverage,Cash,47.07
Female,22,Books,Card,15.15
Female,34,Toys,Card,573.44
Female,34,Clothing,Cash,300.08
Male,26,Clothing,Card,7502.0
Female,69,Books,Card,378.75
Male,61,Clothing,Card,4801.28
Female,26,Food & Beverage,Cash,5.23
Male,63,Clothing,Cash,4801.28
Male,60,Clothing,Card,4801.28
Female,26,Books,Card,15.15
Male,34,Souvenir,Card,46.92
Female,25,Clothing,Cash,7502.0
Male,49,Shoes,Card,15004.25
Male,69,Souvenir,Cash,11.73
Male,66,Books,Cash,15.15
Male,23,Clothing,Cash,2700.7200000000003
Female,18,Cosmetics,Card,650.56
Male,24,Cosmetics,Card,40.66
Female,50,Shoes,Card,9602.72
Male,52,Technology,Card,1050.0
Male,56,Cosmetics,Cash,365.94
Female,41,Clothing,Card,300.08
Female,21,Clothing,Card,2700.7200000000003
Male,42,Clothing,Cash,300.08
Female,50,Clothing,Card,1200.32
Female,60,Clothing,Card,4801.28
Male,34,Food & Beverage,Card,47.07
Female,24,Shoes,Card,2400.68
Female,32,Clothing,Card,2700.7200000000003
Male,23,Souvenir,Card,46.92
Male,33,Technology,Cash,1050.0
Male,64,Clothing,Cash,4801.28
Female,69,Clothing,Cash,7502.0
Male,30,Books,Card,136.35000000000002
Female,66,Books,Cash,136.35000000000002
Female,68,Food & Beverage,Cash,5.23
Female,48,Cosmetics,Cash,40.66
Male,52,Clothing,Cash,7502.0
Female,39,Clothing,Cash,1200.32
Male,50,Clothing,Card,300.08
Male,28,Cosmetics,Cash,365.94
Male,64,Food & Beverage,Card,5.23
Female,36,Cosmetics,Card,40.66
Male,64,Cosmetics,Cash,1016.5
Female,54,Clothing,Card,7502.0
Female,31,Cosmetics,Cash,40.66
Male,49,Clothing,Cash,1200.32
Female,51,Clothing,Card,2700.7200000000003
Male,37,Clothing,Cash,2700.7200000000003
Male,52,Clothing,Card,2700.7200000000003
Female,64,Shoes,Cash,5401.53
Female,65,Shoes,Card,5401.53
Male,30,Clothing,Cash,4801.28
Male,52,Clothing,Card,4801.28
Male,32,Toys,Card,143.36
Male,40,Food & Beverage,Card,47.07
Female,53,Clothing,Card,2700.7200000000003
Male,39,Clothing,Card,2700.7200000000003
Female,56,Cosmetics,Card,1016.5
Male,19,Cosmetics,Card,365.94
Female,67,Clothing,Card,7502.0
Female,59,Technology,Card,9450.0
Male,63,Books,Card,136.35000000000002
Male,68,Clothing,Card,300.08
Male,23,Books,Card,60.6
Female,47,Clothing,Card,300.08
Female,25,Clothing,Cash,1200.32
Male,22,Clothing,Card,4801.28
Female,60,Food & Beverage,Cash,20.92
Female,38,Clothing,Card,4801.28
Male,59,Cosmetics,Card,365.94
Male,20,Clothing,Card,7502.0
Female,62,Clothing,Card,300.08
Female,56,Cosmetics,Card,162.64
Female,39,Shoes,Card,5401.53
Female,47,Clothing,Card,300.08
Female,55,Food & Beverage,Card,5.23
Female,30,Clothing,Card,2700.7200000000003
Male,34,Clothing,Card,7502.0
Male,61,Shoes,Cash,15004.25
Male,55,Cosmetics,Card,1016.5
Female,49,Souvenir,Card,293.25
Female,56,Shoes,Card,5401.53
Male,60,Technology,Cash,16800.0
Male,43,Food & Beverage,Cash,5.23
Male,49,Souvenir,Cash,293.25
Male,63,Cosmetics,Card,162.64
Male,36,Toys,Card,322.56
Female,28,Clothing,Card,7502.0
Male,45,Cosmetics,Card,365.94
Male,67,Clothing,Cash,1200.32
Female,65,Shoes,Cash,600.17
Female,68,Technology,Card,16800.0
Male,30,Shoes,Cash,2400.68
Male,35,Clothing,Card,4801.28
Male,54,Clothing,Card,1200.32
Male,20,Food & Beverage,Cash,5.23
Female,58,Cosmetics,Card,162.64
Male,31,Toys,Cash,35.84
Female,29,Cosmetics,Cash,162.64
Male,47,Souvenir,Cash,11.73
Female,20,Technology,Card,4200.0
Male,47,Cosmetics,Cash,650.56
Male,48,Cosmetics,Card,1016.5
Male,35,Shoes,Card,5401.53
Female,27,Clothing,Card,300.08
Female,64,Food & Beverage,Card,20.92
Male,42,Technology,Card,26250.0
Female,64,Clothing,Cash,1200.32
Male,59,Shoes,Card,15004.25
Male,29,Cosmetics,Card,40.66
Female,30,Clothing,Card,1200.32
Female,50,Clothing,Cash,7502.0
Female,42,Clothing,Card,7502.0
Male,23,Clothing,Cash,4801.28
Female,41,Cosmetics,Cash,40.66
Male,29,Cosmetics,Card,650.56
Female,59,Clothing,Card,4801.28
Female,22,Cosmetics,Cash,40.66
Male,34,Clothing,Cash,1200.32
Male,61,Technology,Cash,9450.0
Female,44,Shoes,Cash,5401.53
Female,40,Clothing,Cash,4801.28
Male,58,Cosmetics,Cash,1016.5
Male,23,Toys,Card,896.0
Male,36,Shoes,Cash,5401.53
Female,64,Souvenir,Cash,46.92
Male,39,Cosmetics,Card,40.66
Male,65,Food & Beverage,Card,47.07
Male,66,Cosmetics,Card,1016.5
Male,52,Souvenir,Cash,11.73
Male,33,Shoes,Cash,15004.25
Male,63,Food & Beverage,Card,20.92
Female,27,Clothing,Card,4801.28
Female,22,Food & Beverage,Card,83.68
Male,23,Clothing,Card,4801.28
Male,38,Souvenir,Cash,105.57
Male,57,Food & Beverage,Cash,5.23
Male,21,Cosmetics,Cash,162.64
Female,33,Souvenir,Cash,187.68
Male,34,Food & Beverage,Card,83.68
Male,69,Toys,Card,35.84
Male,66,Cosmetics,Card,162.64
Male,36,Food & Beverage,Card,47.07
Female,64,Food & Beverage,Card,83.68
Male,53,Shoes,Cash,5401.53
Male,66,Cosmetics,Card,40.66
Male,50,Food & Beverage,Card,130.75
Male,39,Cosmetics,Card,650.56
Male,64,Shoes,Card,9602.72
Male,22,Books,Card,242.4
Female,45,Clothing,Card,1200.32
Male,52,Toys,Cash,896.0
Male,42,Clothing,Cash,300.08
Male,55,Cosmetics,Cash,162.64
Male,63,Toys,Cash,143.36
Female,24,Technology,Cash,26250.0
Female,41,Clothing,Cash,300.08
Male,19,Shoes,Card,9602.72
Female,59,Clothing,Cash,1200.32
Female,68,Souvenir,Card,187.68
Female,52,Toys,Card,322.56
Male,39,Clothing,Card,1200.32
Female,26,Clothing,Cash,7502.0
Female,33,Clothing,Card,1200.32
Male,57,Clothing,Card,7502.0
Female,52,Food & Beverage,Card,130.75
Female,26,Food & Beverage,Cash,20.92
Male,63,Clothing,Card,300.08
Male,55,Food & Beverage,Cash,5.23
Female,67,Clothing,Cash,7502.0
Male,64,Clothing,Card,2700.7200000000003
Male,18,Souvenir,Card,46.92
Male,46,Food & Beverage,Card,5.23
Male,21,Clothing,Card,1200.32
Female,48,Toys,Card,573.44
Male,24,Clothing,Card,1200.32
Male,69,Toys,Cash,143.36
Female,45,Food & Beverage,Card,130.75
Female,59,Clothing,Cash,300.08
Male,43,Clothing,Card,300.08
Male,33,Cosmetics,Cash,162.64
Male,69,Shoes,Cash,15004.25
Male,57,Clothing,Cash,2700.7200000000003
Female,46,Clothing,Card,4801.28
Male,48,Books,Card,15.15
Male,30,Cosmetics,Card,650.56
Female,18,Clothing,Cash,7502.0
Male,49,Food & Beverage,Card,20.92
Female,43,Clothing,Card,4801.28
Female,39,Books,Card,60.6
Male,20,Toys,Card,322.56
Male,68,Clothing,Card,1200.32
Female,49,Shoes,Card,2400.68
Male,58,Cosmetics,Cash,162.64
Female,26,Clothing,Cash,1200.32
Male,24,Cosmetics,Cash,365.94
Male,61,Shoes,Cash,600.17
Male,42,Clothing,Card,1200.32
Female,64,Cosmetics,Cash,40.66
Male,30,Clothing,Card,300.08
Female,69,Toys,Cash,896.0
Female,38,Clothing,Card,2700.7200000000003
Male,30,Cosmetics,Card,650.56
Female,18,Clothing,Card,7502.0
Female,58,Clothing,Cash,300.08
Male,35,Toys,Cash,573.44
Female,31,Food & Beverage,Cash,130.75
Male,26,Clothing,Cash,2700.7200000000003
Male,22,Toys,Card,35.84
Male,28,Clothing,Card,2700.7200000000003
Male,38,Clothing,Card,4801.28
Female,68,Shoes,Card,2400.68
Male,30,Cosmetics,Cash,650.56
Female,53,Food & Beverage,Card,130.75
Female,27,Shoes,Card,15004.25
Female,63,Clothing,Cash,7502.0
Female,35,Food & Beverage,Card,47.07
Male,62,Clothing,Card,4801.28
Female,20,Clothing,Cash,4801.28
Male,34,Cosmetics,Card,1016.5
Male,56,Toys,Card,322.56
Male,22,Clothing,Card,300.08
Male,54,Books,Card,242.4
Female,63,Shoes,Card,2400.68
Male,25,Clothing,Cash,7502.0
Female,44,Shoes,Cash,2400.68
Female,54,Shoes,Cash,15004.25
Female,62,Shoes,Card,5401.53
Male,48,Food & Beverage,Cash,130.75
Male,58,Clothing,Cash,7502.0
Male,31,Cosmetics,Cash,365.94
Male,53,Cosmetics,Card,650.56
Male,55,Technology,Cash,1050.0
Male,46,Clothing,Cash,300.08
Male,20,Clothing,Card,4801.28
Male,49,Books,Cash,242.4
Male,63,Clothing,Cash,4801.28
Male,42,Clothing,Card,1200.32
Male,28,Technology,Card,4200.0
Female,23,Food & Beverage,Cash,83.68
Male,28,Clothing,Card,2700.7200000000003
Male,40,Clothing,Card,2700.7200000000003
Female,56,Toys,Card,896.0
Male,38,Toys,Cash,35.84
Female,22,Clothing,Card,4801.28
Female,63,Shoes,Card,15004.25
Female,51,Shoes,Card,600.17
Female,27,Food & Beverage,Cash,130.75
Male,51,Clothing,Card,7502.0
Female,23,Food & Beverage,Card,130.75
Female,29,Shoes,Card,15004.25
Male,19,Clothing,Card,300.08
Male,30,Food & Beverage,Card,20.92
Female,32,Clothing,Card,300.08
Male,49,Clothing,Cash,7502.0
Female,31,Food & Beverage,Card,5.23
Female,39,Books,Cash,242.4
Male,20,Toys,Card,143.36
Male,52,Cosmetics,Cash,650.56
Female,60,Clothing,Cash,300.08
Female,28,Clothing,Card,4801.28
Female,58,Clothing,Cash,4801.28
Male,49,Cosmetics,Cash,40.66
Female,36,Clothing,Card,7502.0
Female,29,Cosmetics,Card,1016.5
Female,41,Shoes,Cash,15004.25
Female,21,Souvenir,Card,11.73
Male,29,Books,Cash,15.15
Female,38,Clothing,Card,7502.0
Male,44,Clothing,Card,1200.32
Female,40,Technology,Card,9450.0
Male,26,Souvenir,Cash,187.68
Female,69,Shoes,Card,9602.72
Female,39,Shoes,Card,600.17
Male,61,Toys,Card,35.84
Female,18,Books,Card,242.4
Male,40,Clothing,Card,4801.28
Male,28,Clothing,Card,2700.7200000000003
Female,66,Food & Beverage,Card,130.75
Male,22,Clothing,Card,1200.32
Female,41,Food & Beverage,Card,130.75
Male,37,Clothing,Card,1200.32
Female,24,Technology,Cash,26250.0
Female,66,Food & Beverage,Cash,47.07
Male,66,Clothing,Cash,7502.0
Female,22,Cosmetics,Card,1016.5
Male,36,Books,Cash,15.15
Female,51,Clothing,Card,7502.0
Female,29,Toys,Card,35.84
Female,58,Clothing,Cash,7502.0
Male,68,Shoes,Cash,5401.53
Male,26,Shoes,Cash,2400.68
Female,49,Shoes,Card,15004.25
Female,21,Toys,Cash,143.36
Male,22,Shoes,Card,5401.53
Male,26,Books,Cash,242.4
Female,43,Food & Beverage,Cash,83.68
Female,47,Food & Beverage,Card,5.23
Male,67,Souvenir,Cash,46.92
Female,48,Clothing,Card,4801.28
Female,42,Cosmetics,Card,162.64
Female,21,Clothing,Card,2700.7200000000003
Female,43,Clothing,Cash,7502.0
Male,68,Shoes,Cash,9602.72
Female,61,Clothing,Card,4801.28
Male,64,Cosmetics,Card,1016.5
Female,55,Souvenir,Card,105.57
Female,40,Clothing,Card,1200.32
Male,22,Shoes,Cash,600.17
Male,21,Clothing,Cash,300.08
Male,57,Clothing,Card,300.08
Female,29,Food & Beverage,Cash,47.07
Male,68,Cosmetics,Cash,650.56
Male,20,Food & Beverage,Cash,5.23
Female,64,Clothing,Cash,300.08
Male,18,Technology,Cash,26250.0
Female,47,Cosmetics,Card,365.94
Female,27,Clothing,Cash,7502.0
Male,39,Toys,Cash,896.0
Male,69,Clothing,Cash,4801.28
Male,37,Clothing,Card,7502.0
Male,18,Clothing,Cash,4801.28
Male,38,Clothing,Cash,2700.7200000000003
Female,40,Souvenir,Cash,187.68
Male,18,Food & Beverage,Card,5.23
Male,43,Technology,Card,16800.0
Female,27,Food & Beverage,Cash,83.68
Male,27,Clothing,Card,7502.0
Female,25,Shoes,Cash,2400.68
Male,60,Clothing,Cash,4801.28
Male,22,Cosmetics,Cash,365.94
Male,67,Clothing,Card,1200.32
Female,55,Clothing,Cash,2700.7200000000003
Female,49,Clothing,Cash,1200.32
Male,27,Shoes,Cash,600.17
Female,60,Clothing,Card,2700.7200000000003
Female,21,Technology,Card,1050.0
Female,32,Clothing,Card,4801.28
Female,42,Technology,Card,1050.0
Male,36,Toys,Cash,35.84
Female,26,Clothing,Card,300.08
Female,31,Toys,Cash,573.44
Female,25,Clothing,Cash,4801.28
Female,61,Food & Beverage,Card,130.75
Male,42,Technology,Cash,4200.0
Female,64,Books,Card,242.4
Female,29,Clothing,Cash,300.08
Female,32,Clothing,Card,1200.32
Male,60,Shoes,Card,600.17
Male,53,Food & Beverage,Cash,130.75
Male,31,Food & Beverage,Cash,83.68
Male,28,Clothing,Card,1200.32
Female,34,Shoes,Cash,5401.53
Male,47,Books,Cash,136.35000000000002
Female,47,Clothing,Card,1200.32
Male,49,Cosmetics,Cash,162.64
Male,54,Toys,Card,896.0
Female,68,Clothing,Cash,1200.32
Female,21,Technology,Cash,4200.0
Female,56,Food & Beverage,Cash,47.07
Female,47,Clothing,Cash,1200.32
Male,45,Clothing,Card,7502.0
Male,58,Clothing,Card,300.08
Female,69,Clothing,Cash,1200.32
Female,51,Clothing,Card,4801.28
Female,35,Clothing,Card,300.08
Male,61,Food & Beverage,Cash,83.68
Male,30,Cosmetics,Card,162.64
Female,26,Clothing,Cash,7502.0
Male,49,Clothing,Cash,300.08
Male,62,Clothing,Cash,1200.32
Female,31,Books,Cash,15.15
Female,59,Clothing,Card,300.08
Male,56,Food & Beverage,Cash,20.92
Male,31,Shoes,Cash,9602.72
Male,19,Cosmetics,Card,365.94
Female,55,Clothing,Card,300.08
Female,67,Cosmetics,Cash,365.94
Male,22,Cosmetics,Cash,162.64
Male,54,Food & Beverage,Cash,47.07
Male,51,Cosmetics,Cash,365.94
Female,51,Toys,Card,35.84
Male,43,Cosmetics,Cash,650.56
Female,55,Books,Cash,242.4
Male,40,Toys,Card,143.36
Male,52,Clothing,Cash,7502.0
Male,26,Toys,Card,322.56
Female,58,Toys,Card,573.44
Female,19,Clothing,Card,4801.28
Female,39,Clothing,Card,300.08
Male,19,Clothing,Card,2700.7200000000003
Male,65,Clothing,Cash,2700.7200000000003
Female,31,Clothing,Cash,1200.32
Male,51,Technology,Card,16800.0
Female,58,Clothing,Card,7502.0
Male,44,Clothing,Cash,2700.7200000000003
Female,69,Clothing,Card,300.08
Female,26,Shoes,Card,600.17
Male,19,Toys,Cash,573.44
Male,22,Food & Beverage,Cash,47.07
Male,40,Toys,Card,143.36
Female,18,Cosmetics,Cash,40.66
Female,58,Clothing,Cash,300.08
Male,46,Food & Beverage,Card,130.75
Male,62,Clothing,Card,300.08
Male,24,Toys,Card,896.0
Female,18,Cosmetics,Cash,650.56
Female,59,Souvenir,Card,105.57
Female,63,Food & Beverage,Cash,5.23
Female,32,Souvenir,Card,293.25
Male,59,Shoes,Cash,600.17
Male,30,Souvenir,Cash,46.92
Female,38,Food & Beverage,Card,130.75
Female,35,Food & Beverage,Card,5.23
Male,46,Souvenir,Cash,187.68
Male,49,Food & Beverage,Card,20.92
Female,69,Food & Beverage,Card,130.75
Male,33,Technology,Cash,26250.0
Female,52,Clothing,Card,300.08
Male,38,Clothing,Card,7502.0
Male,52,Clothing,Cash,7502.0
Female,55,Books,Card,378.75
Female,26,Cosmetics,Cash,162.64
Female,57,Clothing,Cash,4801.28
Male,63,Clothing,Card,4801.28
Female,28,Shoes,Cash,9602.72
Male,64,Food & Beverage,Cash,5.23
Male,67,Food & Beverage,Card,47.07
Male,56,Clothing,Cash,300.08
Male,43,Cosmetics,Cash,40.66
Female,28,Toys,Cash,896.0
Female,37,Clothing,Cash,300.08
Female,63,Shoes,Cash,600.17
Female,36,Clothing,Cash,300.08
Male,20,Food & Beverage,Cash,130.75
Male,66,Food & Beverage,Card,130.75
Female,34,Food & Beverage,Cash,83.68
Female,59,Clothing,Card,1200.32
Female,24,Clothing,Card,1200.32
Female,39,Shoes,Card,600.17
Female,58,Cosmetics,Card,1016.5
Female,37,Shoes,Card,15004.25
Female,46,Clothing,Card,7502.0
Female,40,Cosmetics,Card,1016.5
Male,22,Cosmetics,Cash,162.64
Male,48,Technology,Cash,16800.0
Female,51,Food & Beverage,Cash,83.68
Female,38,Food & Beverage,Cash,20.92
Female,45,Food & Beverage,Card,130.75
Male,35,Toys,Cash,143.36
Female,34,Cosmetics,Cash,650.56
Male,36,Cosmetics,Cash,40.66
Female,37,Cosmetics,Card,162.64
Female,53,Clothing,Card,2700.7200000000003
Female,22,Food & Beverage,Card,83.68
Female,46,Cosmetics,Cash,365.94
Male,38,Technology,Card,16800.0
Female,55,Souvenir,Cash,46.92
Female,22,Clothing,Cash,4801.28
Male,26,Clothing,Card,300.08
Female,37,Cosmetics,Card,365.94
Female,61,Clothing,Cash,7502.0
Female,67,Clothing,Cash,1200.32
Male,69,Clothing,Cash,4801.28
Female,27,Shoes,Card,2400.68
Female,26,Cosmetics,Cash,1016.5
Female,30,Souvenir,Card,293.25
Male,39,Shoes,Card,5401.53
Female,43,Clothing,Cash,1200.32
Female,36,Cosmetics,Card,365.94
Female,56,Technology,Card,26250.0
Male,58,Shoes,Card,600.17
Male,66,Food & Beverage,Cash,83.68
Male,38,Food & Beverage,Cash,47.07
Female,64,Clothing,Card,2700.7200000000003
Male,64,Clothing,Card,1200.32
Female,21,Clothing,Cash,2700.7200000000003
Female,45,Clothing,Cash,2700.7200000000003
Male,31,Technology,Card,4200.0
Male,37,Clothing,Cash,4801.28
Male,31,Toys,Card,322.56
Female,63,Clothing,Cash,4801.28
Female,26,Clothing,Card,1200.32
Male,46,Food & Beverage,Card,83.68
Female,31,Clothing,Card,1200.32
Female,60,Clothing,Cash,7502.0
Female,23,Clothing,Card,1200.32
Female,59,Clothing,Card,1200.32
Male,55,Clothing,Card,7502.0
Male,50,Shoes,Cash,9602.72
Male,33,Shoes,Cash,15004.25
Male,18,Cosmetics,Cash,162.64
Female,54,Souvenir,Card,46.92
Male,46,Cosmetics,Card,365.94
Male,38,Food & Beverage,Card,20.92
Female,39,Cosmetics,Card,162.64
Male,53,Clothing,Card,4801.28
Male,50,Food & Beverage,Card,47.07
Male,64,Food & Beverage,Cash,5.23
Female,44,Food & Beverage,Cash,5.23
Male,42,Clothing,Card,1200.32
Female,67,Clothing,Card,4801.28
Male,46,Food & Beverage,Card,5.23
Female,47,Cosmetics,Card,1016.5
Male,39,Books,Cash,60.6
Male,31,Toys,Cash,573.44
Female,28,Clothing,Card,300.08
Male,68,Clothing,Cash,300.08
Male,55,Clothing,Card,1200.32
Male,49,Technology,Cash,26250.0
Male,57,Shoes,Card,9602.72
Female,52,Toys,Card,573.44
Female,28,Shoes,Cash,600.17
Female,47,Souvenir,Cash,293.25
Male,38,Souvenir,Cash,11.73
Male,47,Cosmetics,Card,1016.5
Female,23,Food & Beverage,Cash,47.07
Male,38,Toys,Cash,143.36
Male,48,Food & Beverage,Card,47.07
Male,48,Cosmetics,Cash,650.56
Female,50,Food & Beverage,Cash,130.75
Female,59,Toys,Card,143.36
Male,31,Technology,Card,26250.0
Male,27,Cosmetics,Card,365.94
Female,35,Clothing,Cash,300.08
Female,44,Clothing,Card,1200.32
Male,47,Clothing,Cash,2700.7200000000003
Male,43,Toys,Card,573.44
Female,68,Clothing,Card,1200.32
Male,52,Toys,Card,143.36
Male,39,Cosmetics,Card,1016.5
Male,29,Clothing,Cash,300.08
Female,58,Cosmetics,Cash,162.64
Female,53,Technology,Cash,26250.0
Female,64,Food & Beverage,Card,47.07
Male,24,Food & Beverage,Cash,5.23
Male,65,Clothing,Cash,7502.0
Female,23,Clothing,Card,2700.7200000000003
Male,60,Toys,Cash,143.36
Male,69,Clothing,Card,1200.32
Male,18,Cosmetics,Card,40.66
Male,51,Cosmetics,Card,1016.5
Female,37,Cosmetics,Cash,650.56
Female,59,Technology,Card,9450.0
Male,24,Food & Beverage,Card,47.07
Male,43,Clothing,Card,2700.7200000000003
Female,67,Cosmetics,Card,162.64
Female,41,Clothing,Cash,4801.28
Female,50,Books,Cash,136.35000000000002
Male,26,Clothing,Cash,2700.7200000000003
Female,56,Cosmetics,Cash,1016.5
Female,56,Food & Beverage,Card,83.68
Male,55,Clothing,Card,2700.7200000000003
Male,68,Toys,Cash,573.44
Male,59,Souvenir,Card,11.73
Female,33,Clothing,Cash,2700.7200000000003
Female,62,Cosmetics,Cash,650.56
Female,61,Clothing,Cash,2700.7200000000003
Female,39,Food & Beverage,Cash,130.75
Male,35,Toys,Card,322.56
Female,54,Shoes,Card,2400.68
Male,18,Clothing,Card,300.08
Male,43,Technology,Cash,9450.0
Female,29,Clothing,Cash,4801.28
Female,50,Souvenir,Cash,187.68
Female,34,Food & Beverage,Card,47.07
Male,37,Clothing,Card,1200.32
Female,20,Food & Beverage,Cash,47.07
Female,25,Food & Beverage,Cash,20.92
Female,26,Cosmetics,Cash,365.94
Female,39,Cosmetics,Card,365.94
Male,21,Shoes,Cash,5401.53
Female,38,Cosmetics,Cash,650.56
Female,56,Shoes,Card,9602.72
Female,50,Books,Cash,378.75
Female,67,Souvenir,Card,187.68
Female,22,Clothing,Card,1200.32
Male,62,Clothing,Card,1200.32
Female,68,Food & Beverage,Card,130.75
Female,19,Books,Cash,60.6
Female,30,Clothing,Card,300.08
Female,35,Shoes,Card,9602.72
Female,51,Clothing,Cash,300.08
Female,23,Toys,Card,143.36
Male,18,Toys,Card,896.0
Female,18,Cosmetics,Card,162.64
Female,29,Food & Beverage,Cash,20.92
